"locus"	"symbol"	"name"	"Length"	"observed"	"expected"	"Gscore"	"Nframeshift"	"Nsynonymous"
"422"	"MMP0395"	""	"hypothetical protein"	"279"	"0"	"0.0181080945450896"	"0"	"0"	"0"
"423"	"MMP0396"	"eno"	"Enolase"	"1293"	"0"	"0.0839203091283184"	"0"	"0"	"0"
"424"	"MMP0397"	"alaS"	"Alanyl-tRNA synthetase"	"2679"	"0"	"0.173876649771667"	"0"	"0"	"0"
"425"	"MMP0398"	""	"Conserved hypothetical archaeal protein"	"873"	"0"	"0.0566608119636674"	"0"	"0"	"0"
"426"	"MMP0399"	"htpX"	"Peptidase family M48"	"858"	"0"	"0.0556872584935013"	"0"	"0"	"0"
"427"	"MMP0400"	"ehbQ"	"Conserved hypothetical protein"	"654"	"0"	"0.0424469312992422"	"0"	"0"	"0"
"428"	"MMP0401"	"metE"	"5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"	"939"	"0"	"0.0609444472323983"	"0"	"0"	"0"
"429"	"MMP0402"	""	"Conserved hypothetical Archael protein"	"1362"	"0"	"0.0883986550910825"	"0"	"0"	"0"
"430"	"MMP0403"	""	"Conserved hypothetical Archael protein"	"1086"	"0"	"0.0704852712400261"	"0"	"0"	"0"
"431"	"MMP0404"	"cofD"	"LPPG:FO 2-phospho-(S)-lactate transferase"	"930"	"0"	"0.0603603151502986"	"0"	"0"	"0"
"432"	"MMP0405"	"gch3"	"GTP cyclohydrolase III"	"801"	"0"	"0.0519877553068701"	"0"	"0"	"0"
"433"	"MMP0406"	""	"Putative TIM-barrel protein"	"771"	"0"	"0.0500406483665379"	"0"	"0"	"0"
"434"	"MMP0407"	""	"conserved hypothetical archaeal protein with 2 CBS domains."	"414"	"0"	"0.0268700757765845"	"0"	"0"	"0"
"435"	"MMP0408"	""	"H+-transporting two-sector ATPase, A subunit"	"921"	"0"	"0.0597761830681989"	"0"	"0"	"0"
"436"	"MMP0409"	""	"conserved hypothetical archaeal protein"	"1161"	"0"	"0.0753530385908566"	"0"	"0"	"0"
"437"	"MMP0410"	"prsA"	"Phosphoribosyltransferase:Purine/pyrimidine phosphoribosyl transferase"	"864"	"0"	"0.0560766798815677"	"0"	"0"	"0"
"438"	"MMP0411"	"comD"	"Sulfopyruvate decarboxylase subunit alpha"	"504"	"0"	"0.0327113965975812"	"0"	"0"	"0"
"439"	"MMP0412"	""	"Protein of unknown function UPF0004:Deoxyribonuclease/rho motif-related TRAM"	"1278"	"0"	"0.0829467556581523"	"0"	"0"	"0"
"440"	"MMP0413"	""	"Conserved hypothetical protein"	"2196"	"0"	"0.142528228032318"	"0"	"0"	"0"
"441"	"MMP0414"	"thrS"	"Threonyl-tRNA synthetase"	"1869"	"0"	"0.121304762382697"	"0"	"0"	"0"
"442"	"MMP0415"	""	"Eukaryotic protein kinase:Glycoprotease (M22) metalloprotease:Tyrosine protein kinase"	"1647"	"0"	"0.106896171024238"	"0"	"0"	"0"
"443"	"MMP0416"	""	"conserved hypothetical protein"	"597"	"0"	"0.038747428112611"	"0"	"0"	"0"
"444"	"MMP0417"	"hisA"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase"	"726"	"0"	"0.0471199879560395"	"0"	"0"	"0"
"445"	"MMP0418"	""	"Carbohydrate kinase, PfkB"	"909"	"0"	"0.058997340292066"	"0"	"0"	"0"
"447"	"MMP0420"	""	"CBS domain Related protein"	"966"	"0"	"0.0626968434786973"	"0"	"0"	"0"
"448"	"MMP0421"	""	"conserved hypothetical protein"	"915"	"0"	"0.0593867616801325"	"0"	"0"	"0"
"449"	"MMP0422"	""	"conserved archael hypothetical protein"	"453"	"0"	"0.0294013147990164"	"0"	"0"	"0"
"450"	"MMP0423"	""	"hypothetical"	"1407"	"0"	"0.0913193155015808"	"0"	"0"	"0"
"451"	"MMP0424"	""	"hypothetical"	"216"	"0"	"0.0140191699703919"	"0"	"0"	"0"
"452"	"MMP0425"	""	"Conserved hypothetical protein"	"642"	"0"	"0.0416680885231093"	"0"	"0"	"0"
"453"	"MMP0426"	""	"Nitroreductase family"	"570"	"0"	"0.036995031866312"	"0"	"0"	"0"
"454"	"MMP0427"	"rfcA"	"Replication factor C, small subunit"	"948"	"0"	"0.0615285793144979"	"0"	"0"	"0"
"455"	"MMP0428"	""	"vanadium nitrogenase-associated related protein N"	"1101"	"0"	"0.0714588247101922"	"0"	"0"	"0"
"456"	"MMP0429"	""	"Beta-Ig-H3/Fasciclin domain:Protein of unknown function DUF211"	"294"	"0"	"0.0190816480152557"	"0"	"0"	"0"
"457"	"MMP0430"	""	"Conserved hypothetical Archael protein"	"699"	"0"	"0.0453675917097405"	"0"	"0"	"0"
"458"	"MMP0431"	""	"Rhodopsin-like GPCR superfamily:Beta-lactamase-like"	"1302"	"0"	"0.084504441210418"	"0"	"0"	"0"
"459"	"MMP0432"	""	"conserved hypothetical protein"	"762"	"0"	"0.0494565162844382"	"0"	"0"	"0"
"460"	"MMP0433"	""	"putative flavodoxin"	"495"	"0"	"0.0321272645154815"	"0"	"0"	"0"
"461"	"MMP0434"	""	"conserved hypothetical protein"	"249"	"0"	"0.0161609876047574"	"0"	"0"	"0"
"462"	"MMP0435"	""	"hypothetical protein"	"615"	"0"	"0.0399156922768104"	"0"	"0"	"0"
"463"	"MMP0436"	"rimK"	"putative SSU ribosomal protein S6 modification protein"	"951"	"0"	"0.0617232900085311"	"0"	"0"	"0"
"464"	"MMP0437"	""	"putative A. fulgidus predicted coding region AF2307"	"1104"	"0"	"0.0716535354042254"	"0"	"0"	"0"
"465"	"MMP0438"	""	"putative predicted protein"	"798"	"0"	"0.0517930446128369"	"0"	"0"	"0"
"466"	"MMP0439"	"pyrD"	"Dihydroorotate oxidase"	"915"	"0"	"0.0593867616801325"	"0"	"0"	"0"
"467"	"MMP0440"	""	"DNA-directed RNA polymerase subunit E'"	"564"	"0"	"0.0366056104782456"	"0"	"0"	"0"
"468"	"MMP0441"	"rpoE2"	"DNA-directed RNA polymerase subunit E"	"177"	"0"	"0.0114879309479601"	"0"	"0"	"0"
"469"	"MMP0442"	""	"conserved hypothetical protein"	"477"	"0"	"0.0309590003512822"	"0"	"0"	"0"
"470"	"MMP0443"	""	"SSU ribosomal protein S24E"	"309"	"0"	"0.0200552014854218"	"0"	"0"	"0"
"471"	"MMP0444"	""	"SSU ribosomal protein S27AE"	"204"	"0"	"0.013240327194259"	"0"	"0"	"0"
"472"	"MMP0445"	""	"hypothetical protein"	"237"	"0"	"0.0153821448286245"	"0"	"0"	"0"
"473"	"MMP0446"	""	"Nitrogen fixation-related protein"	"327"	"0"	"0.0212234656496211"	"0"	"0"	"0"
"474"	"MMP0447"	""	"nitrogenase related protein"	"360"	"0"	"0.0233652832839866"	"0"	"0"	"0"
"475"	"MMP0448"	""	"hypothetical protein"	"285"	"0"	"0.018497515933156"	"0"	"0"	"0"
"476"	"MMP0449"	""	"ferredoxin"	"846"	"0"	"0.0549084157173684"	"0"	"0"	"0"
"477"	"MMP0450"	""	"ferredoxin"	"858"	"0"	"0.0556872584935013"	"0"	"0"	"0"
"478"	"MMP0451"	""	"conserved hypothetical protein"	"360"	"0"	"0.0233652832839866"	"0"	"0"	"0"
"479"	"MMP0452"	""	"hypothetical protein"	"273"	"0"	"0.0177186731570231"	"0"	"0"	"0"
"480"	"MMP0453"	""	"Neutral zinc metallopeptidases, zinc-binding region:CBS domain"	"987"	"0"	"0.0640598183369298"	"0"	"0"	"0"
"481"	"MMP0454"	""	"conserved hypothetical archaeal protein"	"522"	"0"	"0.0338796607617805"	"0"	"0"	"0"
"482"	"MMP0455"	""	"Probable amino-acid ABC transporter"	"747"	"0"	"0.0484829628142721"	"0"	"0"	"0"
"483"	"MMP0456"	"xerD-like"	"Phage integrase"	"549"	"0"	"0.0356320570080795"	"0"	"0"	"0"
"484"	"MMP0457"	""	"Probable ATP dependent RNA helicase"	"1617"	"0"	"0.104949064083906"	"0"	"0"	"0"
"485"	"MMP0458"	""	"possible A. fulgidus predicted coding region AF1474"	"1647"	"0"	"0.106896171024238"	"0"	"0"	"0"
"486"	"RNA_13"	"tRNA-Ser1"	"tRNA-Ser"	"85"	"0"	"0.00551680299760793"	"0"	"0"	"0"
"487"	"MMP0459"	""	"putative (NC_001811) unknown [Methanococcus maripaludis] gb|AAC45262.1| (U47023) unknown [Methanococcus maripaludis]"	"378"	"0"	"0.0245335474481859"	"0"	"0"	"0"
"488"	"MMP0460"	""	"Conserved Hypothetical Protein"	"1344"	"0"	"0.0872303909268831"	"0"	"0"	"0"
"489"	"MMP0461"	""	"hypothetical"	"195"	"0"	"0.0126561951121594"	"0"	"0"	"0"
"490"	"MMP0462"	""	"possible predicted protein"	"618"	"0"	"0.0401104029708436"	"0"	"0"	"0"
"491"	"MMP0463"	""	""	"3090"	"0"	"0.200552014854218"	"0"	"0"	"0"
"492"	"MMP0464"	""	"hypothetical protein"	"726"	"0"	"0.0471199879560395"	"0"	"0"	"0"
"493"	"MMP0465"	""	"conserved hypothetical archaeal protein"	"363"	"0"	"0.0235599939780198"	"0"	"0"	"0"
"495"	"MMP0467"	""	"hypothetical protein"	"519"	"0"	"0.0336849500677473"	"0"	"0"	"0"
"496"	"MMP0468"	""	"hypothetical protein"	"225"	"0"	"0.0146033020524916"	"0"	"0"	"0"
"497"	"MMP0469"	""	"hypothetical protein"	"384"	"0"	"0.0249229688362523"	"0"	"0"	"0"
"498"	"MMP0470"	""	"MCM family related protein"	"2025"	"0"	"0.131429718472424"	"0"	"0"	"0"
"499"	"MMP0471"	""	"conserved hypothetical protein"	"273"	"0"	"0.0177186731570231"	"0"	"0"	"0"
"500"	"MMP0472"	""	"Probable integrase/recombinase"	"987"	"0"	"0.0640598183369298"	"0"	"0"	"0"
"501"	"MMP0473"	""	"hypothetical protein"	"999"	"0"	"0.0648386611130627"	"0"	"0"	"0"
"502"	"MMP0474"	""	"hypothetical protein"	"807"	"0"	"0.0523771766949365"	"0"	"0"	"0"
"503"	"MMP0475"	""	"hypothetical protein"	"1842"	"0"	"0.119552366136398"	"0"	"0"	"0"
"504"	"MMP0476"	""	"conserved hypothetical protein"	"303"	"0"	"0.0196657800973553"	"0"	"0"	"0"
"505"	"MMP0477"	""	"hypothetical protein"	"249"	"0"	"0.0161609876047574"	"0"	"0"	"0"
"506"	"MMP0478"	""	"conserved hypothetical protein"	"378"	"0"	"0.0245335474481859"	"0"	"0"	"0"
"507"	"MMP0479"	""	"hypothetical protein"	"411"	"0"	"0.0266753650825513"	"0"	"0"	"0"
"508"	"MMP0480"	""	"conserved hypothetical protein"	"282"	"0"	"0.0183028052391228"	"0"	"0"	"0"
"509"	"MMP0481"	""	"conserved hypothetical protein"	"1953"	"0"	"0.126756661815627"	"0"	"0"	"0"
"510"	"MMP0482"	""	"conserved hypothetical protein"	"384"	"0"	"0.0249229688362523"	"0"	"0"	"0"
"511"	"MMP0483"	""	"conserved hypothetical protein"	"294"	"0"	"0.0190816480152557"	"0"	"0"	"0"
"512"	"MMP0484"	""	"possible sodium/proton antiporter"	"1701"	"0"	"0.110400963516836"	"0"	"0"	"0"
"513"	"MMP0485"	""	"Conserved Hypothetical Protein"	"816"	"0"	"0.0529613087770362"	"0"	"0"	"0"
"514"	"MMP0486"	""	"conserved hypothetical protein"	"438"	"0"	"0.0284277613288503"	"0"	"0"	"0"
"515"	"MMP0487"	""	"Hypothetical protein"	"2190"	"0"	"0.142138806644252"	"0"	"0"	"0"
"516"	"MMP0488"	""	"Low molecular weight phosphotyrosine protein phosphatase"	"411"	"0"	"0.0266753650825513"	"0"	"0"	"0"
"517"	"MMP0489"	""	"conserved hypothetical protein"	"462"	"0"	"0.0299854468811161"	"0"	"0"	"0"
"518"	"MMP0490"	""	"conserved hypothetical protein"	"339"	"0"	"0.022002308425754"	"0"	"0"	"0"
"519"	"MMP0491"	""	"MotA/TolQ/ExbB proton channel"	"642"	"0"	"0.0416680885231093"	"0"	"0"	"0"
"520"	"MMP0492"	""	"conserved hypothetical protein"	"720"	"0"	"0.0467305665679731"	"0"	"0"	"0"
"521"	"MMP0493"	""	"probable metal chelatase"	"6231"	"0"	"0.404414111507001"	"0"	"0"	"0"
"522"	"MMP0494"	""	"distinct helicase family member with a unique C-terminal domain including a metal-binding cysteine cluster"	"2280"	"0"	"0.147980127465248"	"0"	"0"	"0"
"523"	"MMP0495"	""	"conserved hypothetical protein"	"1095"	"0"	"0.0710694033221258"	"0"	"0"	"0"
"524"	"MMP0496"	""	"Glutamate synthase subunit-related"	"1485"	"0"	"0.0963817935464445"	"0"	"0"	"0"
"525"	"MMP0497"	""	"Hypothetical"	"678"	"0"	"0.044004616851508"	"0"	"0"	"0"
"526"	"MMP0498"	""	"putative uncharacterized membrane protein, ortholog YYAS B.subtilis"	"564"	"0"	"0.0366056104782456"	"0"	"0"	"0"
"527"	"MMP0499"	""	"conserved hypothetical protein"	"741"	"0"	"0.0480935414262057"	"0"	"0"	"0"
"528"	"MMP0500"	""	"Iron-sulfur flavoprotein-related"	"552"	"0"	"0.0358267677021127"	"0"	"0"	"0"
"529"	"MMP0501"	""	"hypothetical protein"	"1503"	"0"	"0.0975500577106438"	"0"	"0"	"0"
"530"	"MMP0502"	""	"hypothetical protein"	"1089"	"0"	"0.0706799819340593"	"0"	"0"	"0"
"531"	"MMP0503"	""	"hypothetical protein"	"306"	"0"	"0.0198604907913886"	"0"	"0"	"0"
"532"	"MMP0504"	"modC"	"Molybdenum transport ATP-binding protein modC"	"1032"	"0"	"0.0669804787474281"	"0"	"0"	"0"
"533"	"MMP0505"	""	"conserved hypothetical protein"	"714"	"0"	"0.0463411451799067"	"0"	"0"	"0"
"534"	"MMP0506"	"modB"	"molybdenum transport system permease protein, modB RELATED"	"801"	"0"	"0.0519877553068701"	"0"	"0"	"0"
"535"	"MMP0507"	"modA"	"molybdate-binding periplasmic protein; permease RELATED"	"783"	"0"	"0.0508194911426707"	"0"	"0"	"0"
"536"	"MMP0508"	"fmdE"	"molybdenum containing formylmethanofuran dehydrogenase, subunit E"	"576"	"0"	"0.0373844532543785"	"0"	"0"	"0"
"537"	"MMP0509"	"fmdA"	"formylmethanofuran dehydrogenase, subunit A"	"1752"	"0"	"0.113711045315401"	"0"	"0"	"0"
"538"	"MMP0510"	"fmdC"	"molybdenum containing formylmethanofuran dehydrogenase subunit C"	"1248"	"0"	"0.08099964871782"	"0"	"0"	"0"
"539"	"MMP0511"	"fmdB"	"molybdenum containing formylmethanofuran dehydrogenase, subunit B"	"1332"	"0"	"0.0864515481507502"	"0"	"0"	"0"
"540"	"MMP0512"	"fmdB"	"molybdenum containing formylmethanofuran dehydrogenase, subunit B"	"1338"	"0"	"0.0868409695388167"	"0"	"0"	"0"
"541"	"MMP0513"	"MoeA"	"molybdopterin biosynthesis moeA protein"	"1122"	"0"	"0.0728217995684248"	"0"	"0"	"0"
"542"	"MMP0514"	"modA"	"Molybdenum ABC transporter, periplasmic molybdenum-binding protein"	"777"	"0"	"0.0504300697546043"	"0"	"0"	"0"
"543"	"MMP0515"	"modB"	"Molybdenum ABC transporter, permease protein"	"666"	"0"	"0.0432257740753751"	"0"	"0"	"0"
"544"	"MMP0516"	"modD"	"molybdate transporter subunit"	"852"	"0"	"0.0552978371054348"	"0"	"0"	"0"
"545"	"MMP0517"	""	"conserved hypothetical protein"	"531"	"0"	"0.0344637928438802"	"0"	"0"	"0"
"546"	"MMP0518"	""	"hypothetical protein"	"270"	"0"	"0.0175239624629899"	"0"	"0"	"0"
"547"	"MMP0519"	""	"conserved hypothetical protein"	"378"	"0"	"0.0245335474481859"	"0"	"0"	"0"
"548"	"MMP0520"	""	"cation transport ATPase"	"2505"	"0"	"0.16258342951774"	"0"	"0"	"0"
"549"	"MMP0521"	""	"ABC transporter, permease protein"	"1248"	"0"	"0.08099964871782"	"0"	"0"	"0"
"550"	"MMP0522"	""	"conserved hypothetical protein"	"1338"	"0"	"0.0868409695388167"	"0"	"0"	"0"
"551"	"MMP0523"	""	"ABC transporter ATP-binding protein"	"705"	"0"	"0.045757013097807"	"0"	"0"	"0"
"552"	"MMP0524"	""	"possible (U93872) ORF 73, contains large complex repeat CR 73 [Human herpesvirus 8]"	"585"	"0"	"0.0379685853364781"	"0"	"0"	"0"
"553"	"MMP0525"	""	""	"462"	"0"	"0.0299854468811161"	"0"	"0"	"0"
"554"	"MMP0526"	""	"hypothetical protein"	"726"	"0"	"0.0471199879560395"	"0"	"0"	"0"
"555"	"MMP0527"	""	"conserved hypothetical archaeal protein"	"621"	"0"	"0.0403051136648768"	"0"	"0"	"0"
"556"	"MMP0528"	""	"hypothetical protein"	"222"	"0"	"0.0144085913584584"	"0"	"0"	"0"
"557"	"MMP0529"	""	"sulfate transporter family"	"1659"	"0"	"0.107675013800371"	"0"	"0"	"0"
"558"	"MMP0530"	""	"hypothetical protein"	"618"	"0"	"0.0401104029708436"	"0"	"0"	"0"
"559"	"MMP0531"	""	"hypothetical"	"510"	"0"	"0.0331008179856476"	"0"	"0"	"0"
"560"	"MMP0532"	""	"conserved hypothetical protein"	"1470"	"0"	"0.0954082400762784"	"0"	"0"	"0"
"561"	"MMP0533"	""	"Conserved hypothetical Archael protein"	"570"	"0"	"0.036995031866312"	"0"	"0"	"0"
"562"	"MMP0534"	""	"conserved hypothetical protein"	"1083"	"0"	"0.0702905605459929"	"0"	"0"	"0"
"563"	"MMP0535"	""	"conserved hypothetical archaeal protein"	"639"	"0"	"0.0414733778290761"	"0"	"0"	"0"
"564"	"MMP0536"	""	"conserved hypothetical protein"	"414"	"0"	"0.0268700757765845"	"0"	"0"	"0"
"565"	"MMP0537"	"nth1"	"endonuclease III homologue"	"1071"	"0"	"0.06951171776986"	"0"	"0"	"0"
"566"	"MMP0538"	""	"hypothetical protein"	"612"	"0"	"0.0397209815827771"	"0"	"0"	"0"
"567"	"MMP0539"	"leuB"	"3-isopropylmalate dehydrogenase"	"993"	"0"	"0.0644492397249962"	"0"	"0"	"0"
"568"	"MMP0540"	"purC"	"Phosphoribosylaminoimidazole-succinocarboxamide synthase"	"741"	"0"	"0.0480935414262057"	"0"	"0"	"0"
"569"	"MMP0541"	"serB"	"Phosphoserine phosphatase"	"642"	"0"	"0.0416680885231093"	"0"	"0"	"0"
"570"	"MMP0542"	""	"Hypothetical protein"	"630"	"0"	"0.0408892457469765"	"0"	"0"	"0"
"571"	"MMP0543"	""	"conserved hypothetical protein"	"516"	"0"	"0.0334902393737141"	"0"	"0"	"0"
"572"	"MMP0544"	""	"MoaA/nifB/pqqE family"	"1011"	"0"	"0.0656175038891956"	"0"	"0"	"0"
"573"	"MMP0545"	""	"Molybdenum cofactor biosynthesis protein:MoeA N-terminal region, domain I and II:MoeA C-terminal, domain IV"	"1851"	"0"	"0.120136498218498"	"0"	"0"	"0"
"574"	"MMP0546"	""	"Protein of unknown function DUF51"	"612"	"0"	"0.0397209815827771"	"0"	"0"	"0"
"575"	"MMP0547"	""	"RecJ related protein"	"1296"	"0"	"0.0841150198223516"	"0"	"0"	"0"
"576"	"MMP0548"	"hisB"	"Imidazoleglycerol-phosphate dehydratase"	"573"	"0"	"0.0371897425603453"	"0"	"0"	"0"
"577"	"MMP0549"	""	"conserved hypothetical protein"	"549"	"0"	"0.0356320570080795"	"0"	"0"	"0"
"578"	"MMP0550"	""	"similar to ABC-type amino acid transport system, periplasmic component"	"795"	"0"	"0.0515983339188036"	"0"	"0"	"0"
"579"	"MMP0551"	""	"Binding-protein-dependent transport systems inner membrane component"	"660"	"0"	"0.0428363526873087"	"0"	"0"	"0"
"580"	"MMP0552"	""	"conserved hypothetical protein"	"891"	"0"	"0.0578290761278667"	"0"	"0"	"0"
"581"	"MMP0553"	"argF"	"Ornithine carbamoyltransferase"	"915"	"0"	"0.0593867616801325"	"0"	"0"	"0"
"582"	"MMP0554"	""	"SAM (and some other nucleotide) binding motif"	"603"	"0"	"0.0391368495006775"	"0"	"0"	"0"
"583"	"MMP0555"	"flaK"	"Preflagellin peptidase"	"693"	"0"	"0.0449781703216741"	"0"	"0"	"0"
"584"	"MMP0556"	""	"conserved hypothetical protein"	"843"	"0"	"0.0547137050233352"	"0"	"0"	"0"
"585"	"MMP0557"	""	"conserved hypothetical archaeal protein"	"414"	"0"	"0.0268700757765845"	"0"	"0"	"0"
"586"	"MMP0558"	""	"hypothetical protein"	"297"	"0"	"0.0192763587092889"	"0"	"0"	"0"
"587"	"MMP0559"	""	"Family of unknown function ThiJ/PfpI"	"519"	"0"	"0.0336849500677473"	"0"	"0"	"0"
"588"	"MMP0560"	""	"SAM (and some other nucleotide) binding motif:Family of unknown function Met10"	"762"	"0"	"0.0494565162844382"	"0"	"0"	"0"
"589"	"MMP0561"	"cmd"	"Carboxymuconolactone decarboxylase:Alkylhydroperoxidase AhpD core domain"	"435"	"0"	"0.0282330506348171"	"0"	"0"	"0"
"590"	"MMP0562"	""	"hypothetical protein"	"291"	"0"	"0.0188869373212225"	"0"	"0"	"0"
"591"	"MMP0563"	""	"conserved hypothetical archaeal protein"	"483"	"0"	"0.0313484217393486"	"0"	"0"	"0"
"592"	"MMP0564"	""	"conserved hypothetical archaeal protein"	"909"	"0"	"0.058997340292066"	"0"	"0"	"0"
"593"	"MMP0565"	""	"conserved hypothetical archaeal protein"	"936"	"0"	"0.060749736538365"	"0"	"0"	"0"
"594"	"MMP0566"	""	"Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II related protein"	"1650"	"0"	"0.107090881718272"	"0"	"0"	"0"
"595"	"MMP0567"	""	""	"408"	"0"	"0.0264806543885181"	"0"	"0"	"0"
"596"	"MMP0568"	""	"transcriptional regulator related protein"	"522"	"0"	"0.0338796607617805"	"0"	"0"	"0"
"597"	"MMP0569"	""	"conserved hypothetical protein"	"1587"	"0"	"0.103001957143574"	"0"	"0"	"0"
"598"	"MMP0570"	""	"conserved hypothetical protein"	"546"	"0"	"0.0354373463140463"	"0"	"0"	"0"
"599"	"MMP0571"	"moaA"	"MoaA/nifB/pqqE family"	"894"	"0"	"0.0580237868218999"	"0"	"0"	"0"
"600"	"MMP0572"	"slyD"	"Peptidylprolyl isomerase, FKBP-type"	"687"	"0"	"0.0445887489336077"	"0"	"0"	"0"
"601"	"MMP0573"	"mobA"	"putative molybdopterin-guanine dinucleotide biosynthesis protein A"	"645"	"0"	"0.0418627992171426"	"0"	"0"	"0"
"602"	"MMP0574"	""	"hypothetical protein"	"120"	"0"	"0.00778842776132885"	"0"	"0"	"0"
"603"	"MMP0575"	""	"Asp-tRNAAsn/Glu-tRNAGln amidotransferase subunit C"	"240"	"0"	"0.0155768555226577"	"0"	"0"	"0"
"604"	"MMP0576"	"dapA"	"Dihydrodipicolinate synthase"	"870"	"0"	"0.0564661012696342"	"0"	"0"	"0"
"605"	"MMP0577"	""	"30S ribosomal protein S17E"	"192"	"0"	"0.0124614844181262"	"0"	"0"	"0"
"606"	"MMP0578"	"aroQ"	"Chorismate mutase"	"291"	"0"	"0.0188869373212225"	"0"	"0"	"0"
"607"	"MMP0579"	""	"conserved hypothetical archaeal protein"	"717"	"0"	"0.0465358558739399"	"0"	"0"	"0"
"608"	"MMP0580"	"act"	"Radical-activating enzyme"	"807"	"0"	"0.0523771766949365"	"0"	"0"	"0"
"609"	"MMP0581"	""	"conserved hypothetical protein"	"783"	"0"	"0.0508194911426707"	"0"	"0"	"0"
"610"	"MMP0582"	""	"AzlC related protein"	"717"	"0"	"0.0465358558739399"	"0"	"0"	"0"
"611"	"MMP0583"	""	"conserved hypothetical protein"	"309"	"0"	"0.0200552014854218"	"0"	"0"	"0"
"612"	"MMP0584"	"valS"	"Valyl-tRNA synthetase"	"2661"	"0"	"0.172708385607467"	"0"	"0"	"0"
"613"	"MMP0585"	""	"Universal stress protein (Usp)"	"438"	"0"	"0.0284277613288503"	"0"	"0"	"0"
"614"	"MMP0586"	""	"uncharacterized endonuclease III related protein"	"699"	"0"	"0.0453675917097405"	"0"	"0"	"0"
"615"	"MMP0587"	"napA"	"Na+/H+ exchanger"	"1170"	"0"	"0.0759371706729563"	"0"	"0"	"0"
"616"	"MMP0588"	"dph5"	"Diphthine synthase"	"768"	"0"	"0.0498459376725046"	"0"	"0"	"0"
"617"	"MMP0589"	""	"conserved hypothetical protein"	"1575"	"0"	"0.102223114367441"	"0"	"0"	"0"
"618"	"MMP0590"	""	"Glycosyl transferase, family 2"	"699"	"0"	"0.0453675917097405"	"0"	"0"	"0"
"619"	"MMP0591"	""	"conserved hypothetical archaeal protein"	"660"	"0"	"0.0428363526873087"	"0"	"0"	"0"
"620"	"MMP0592"	""	"hypothetical protein"	"183"	"0"	"0.0118773523360265"	"0"	"0"	"0"
"621"	"MMP0593"	""	"walker type ATPase"	"786"	"0"	"0.051014201836704"	"0"	"0"	"0"
"622"	"MMP0594"	""	"conserved hypothetical archaeal protein"	"567"	"0"	"0.0368003211722788"	"0"	"0"	"0"
"623"	"MMP0595"	""	"conserved hypothetical protein"	"1311"	"0"	"0.0850885732925177"	"0"	"0"	"0"
"624"	"MMP0596"	""	"RNA 2'-O-methyl modification protein (NOP5/NOP56)"	"1431"	"0"	"0.0928770010538465"	"0"	"0"	"0"
"625"	"MMP0597"	"flpA"	"Fibrillarin"	"693"	"0"	"0.0449781703216741"	"0"	"0"	"0"
"626"	"MMP0598"	""	"archaeal phosphoglycerate mutase-related"	"1287"	"0"	"0.0835308877402519"	"0"	"0"	"0"
"627"	"MMP0599"	"cbiJ"	"Precorrin-6x reductase CbiJ/CobK"	"747"	"0"	"0.0484829628142721"	"0"	"0"	"0"
"628"	"MMP0600"	""	"hypothetical protein"	"684"	"0"	"0.0443940382395744"	"0"	"0"	"0"
"629"	"MMP0601"	""	"hypothetical protein"	"888"	"0"	"0.0576343654338335"	"0"	"0"	"0"
"630"	"MMP0602"	"pyrF"	"Orotidine-5'-phosphate decarboxylase"	"654"	"0"	"0.0424469312992422"	"0"	"0"	"0"
"631"	"MMP0603"	"aIF-1A"	"translation initiation factor 1A (aIF-1A)"	"315"	"0"	"0.0204446228734882"	"0"	"0"	"0"
"632"	"MMP0604"	""	"Conserved Hypothetical Protein"	"822"	"0"	"0.0533507301651026"	"0"	"0"	"0"
"633"	"MMP0605"	""	"Conserved Hypothetical protein"	"555"	"0"	"0.0360214783961459"	"0"	"0"	"0"
"634"	"MMP0606"	""	"23 S ribosomal RNA methyltransferase related"	"777"	"0"	"0.0504300697546043"	"0"	"0"	"0"
"635"	"MMP0607"	"nrpR"	"Transcriptional repressor of nif and glnA operons"	"1611"	"0"	"0.10455964269584"	"0"	"0"	"0"
"636"	"MMP0608"	""	"2-hydroxyglutaryl-CoA dehydratase (Component A) related protein"	"1236"	"0"	"0.0802208059416872"	"0"	"0"	"0"
"637"	"MMP0609"	"pth2"	"Peptidyl-tRNA hydrolase"	"351"	"0"	"0.0227811512018869"	"0"	"0"	"0"
"638"	"MMP0610"	"tgtA"	"PUA domain:Queuine/other tRNA-ribosyltransferase:Uncharacterized domain 2:Archaeosine tRNA-ribosyltransferase"	"1950"	"0"	"0.126561951121594"	"0"	"0"	"0"
"639"	"MMP0611"	""	"Beta-lactamase-like"	"543"	"0"	"0.035242635620013"	"0"	"0"	"0"
"640"	"MMP0612"	"LigT"	"2'-5' RNA ligase"	"525"	"0"	"0.0340743714558137"	"0"	"0"	"0"
"641"	"MMP0613"	""	"Alpha-acetolactate decarboxylase"	"801"	"0"	"0.0519877553068701"	"0"	"0"	"0"
"642"	"MMP0614"	""	"related to iron-sulfur flavoprotein of Methanosarcina thermophila"	"576"	"0"	"0.0373844532543785"	"0"	"0"	"0"
"643"	"MMP0615"	""	"Conserved hypothetical protein"	"1293"	"0"	"0.0839203091283184"	"0"	"0"	"0"
