"locus"	"symbol"	"name"	"Length"	"observed"	"expected"	"Gscore"	"Nframeshift"	"Nsynonymous"
"712"	"DVU_0690"	""	"hypothetical protein"	"672"	"0"	"0.0251443807312112"	"0"	"0"	"0"
"713"	"DVU_0691"	""	"hypothetical protein"	"960"	"0"	"0.0359205439017303"	"0"	"0"	"0"
"714"	"DVU_0692"	""	"molybdopterin oxidoreductase, transmembrane subunit"	"1260"	"0"	"0.047145713871021"	"0"	"0"	"0"
"715"	"DVU_0693"	""	"molybdopterin oxidoreductase, iron-sulfur cluster-binding subunit"	"768"	"0"	"0.0287364351213842"	"0"	"0"	"0"
"716"	"DVU_0694"	""	"molybdopterin oxidoreductase, molybdopterin-binding subunit"	"2076"	"0"	"0.0776781761874917"	"0"	"0"	"0"
"717"	"DVU_4027"	""	"hypothetical protein"	"633"	"0"	"0.0236851086352034"	"0"	"0"	"0"
"718"	"DVU_0696"	""	"hypothetical protein"	"129"	"0"	"0.00482682308679501"	"0"	"0"	"0"
"719"	"DVU_0697"	""	"mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase"	"1419"	"0"	"0.0530950539547451"	"0"	"0"	"0"
"720"	"DVU_0698"	"rfbC"	"dTDP-4-dehydrorhamnose 3,5-epimerase"	"573"	"0"	"0.0214400746413453"	"0"	"0"	"0"
"721"	"DVU_0699"	""	""	"1679"	"0"	"0.062823534594797"	"0"	"0"	"0"
"722"	"DVU__tRNA-Ser-1"	""	"tRNA-Ser"	"92"	"0"	"0.00344238545724915"	"0"	"0"	"0"
"723"	"DVU_0700"	""	"methyl-accepting chemotaxis protein"	"2457"	"0"	"0.0919341420484909"	"0"	"0"	"0"
"724"	"DVU_0701"	"glcB"	"malate synthase G"	"2190"	"0"	"0.0819437407758222"	"0"	"0"	"0"
"725"	"DVU_0702"	""	"cytochrome c family protein"	"447"	"0"	"0.0167255032542432"	"0"	"0"	"0"
"726"	"DVU_0703"	"lepA"	"GTP-binding protein LepA"	"1806"	"0"	"0.0675755232151301"	"0"	"0"	"0"
"727"	"DVU_0704"	"lepB"	"signal peptidase I"	"600"	"0"	"0.0224503399385814"	"0"	"0"	"0"
"728"	"DVU_0705"	"dctM"	"TRAP C4-dicarboxylate transport system permease DctM"	"1284"	"0"	"0.0480437274685642"	"0"	"0"	"0"
"729"	"DVU_0706"	""	"TRAP C4-dicarboxylate transport system subunit DctQ"	"471"	"0"	"0.0176235168517864"	"0"	"0"	"0"
"730"	"DVU_0707"	"dctP"	"TRAP dicarboxylate family transporter subunit DctP"	"1017"	"0"	"0.0380533261958955"	"0"	"0"	"0"
"731"	"DVU_0708"	""	"hypothetical protein"	"153"	"0"	"0.00572483668433826"	"0"	"0"	"0"
"732"	"DVU_0709"	""	"hypothetical protein"	"261"	"0"	"0.00976589787328292"	"0"	"0"	"0"
"733"	"DVU_0710"	""	"competence protein comM"	"1665"	"0"	"0.0622996933295634"	"0"	"0"	"0"
"734"	"DVU_0711"	""	"hypothetical protein"	"642"	"0"	"0.0240218637342821"	"0"	"0"	"0"
"735"	"DVU_0712"	""	"amino acid ABC transporter periplasmic-binding protein"	"1131"	"0"	"0.042318890784226"	"0"	"0"	"0"
"737"	"DVU_0714"	""	"branched-chain amino acid ABC transporter permease"	"954"	"0"	"0.0356960405023445"	"0"	"0"	"0"
"738"	"DVU_0715"	""	"ABC transporter ATP-binding protein"	"768"	"0"	"0.0287364351213842"	"0"	"0"	"0"
"739"	"DVU_0716"	""	"ABC transporter ATP-binding protein"	"717"	"0"	"0.0268281562266048"	"0"	"0"	"0"
"740"	"DVU_0717"	""	"diguanylate cyclase"	"1509"	"0"	"0.0564626049455323"	"0"	"0"	"0"
"741"	"DVU_0718"	""	"ISDvu2, transposase OrfA"	"399"	"0"	"0.0149294760591566"	"0"	"0"	"0"
"742"	"DVU_0719"	""	"ISDvu2, transposase OrfB"	"843"	"0"	"0.0315427276137069"	"0"	"0"	"0"
"743"	"DVU_0720"	""	"HAMP domain-containing protein"	"1290"	"0"	"0.0482682308679501"	"0"	"0"	"0"
"744"	"DVU_0721"	""	"sensory box histidine kinase"	"2811"	"0"	"0.105179842612254"	"0"	"0"	"0"
"745"	"DVU_0722"	""	"response regulator"	"1557"	"0"	"0.0582586321406188"	"0"	"0"	"0"
"746"	"DVU_0723"	"purT"	"phosphoribosylglycinamide formyltransferase 2"	"1182"	"0"	"0.0442271696790054"	"0"	"0"	"0"
"747"	"DVU_0724"	""	"sodium/alanine symporter family protein"	"1407"	"0"	"0.0526460471559734"	"0"	"0"	"0"
"748"	"DVU_0725"	""	"hypothetical protein"	"2148"	"0"	"0.0803722169801215"	"0"	"0"	"0"
"749"	"DVU_0726"	"tgt"	"queuine tRNA-ribosyltransferase"	"1128"	"0"	"0.0422066390845331"	"0"	"0"	"0"
"750"	"DVU_0727"	""	"hypothetical protein"	"675"	"0"	"0.0252566324309041"	"0"	"0"	"0"
"751"	"DVU_0728"	""	"hypothetical protein"	"171"	"0"	"0.00639834688249571"	"0"	"0"	"0"
"752"	"DVU_0729"	""	"hypothetical protein"	"456"	"0"	"0.0170622583533219"	"0"	"0"	"0"
"753"	"DVU_0730"	""	"hypothetical protein"	"966"	"0"	"0.0361450473011161"	"0"	"0"	"0"
"754"	"DVU_0731"	""	"hypothetical protein"	"1362"	"0"	"0.0509622716605798"	"0"	"0"	"0"
"755"	"DVU_0732"	"valS"	"valyl-tRNA synthetase"	"2655"	"0"	"0.0993427542282228"	"0"	"0"	"0"
"756"	"DVU_0733"	""	"hypothetical protein"	"489"	"0"	"0.0182970270499439"	"0"	"0"	"0"
"757"	"DVU_0734"	""	"uroporphyrinogen III synthase/methyltransferase"	"1512"	"0"	"0.0565748566452252"	"0"	"0"	"0"
"758"	"DVU_0735"	""	"MOSC domain-containing protein"	"435"	"0"	"0.0162764964554715"	"0"	"0"	"0"
"759"	"DVU_0736"	"purN"	"phosphoribosylglycinamide formyltransferase"	"678"	"0"	"0.025368884130597"	"0"	"0"	"0"
"760"	"DVU_0737"	""	"sensory box histidine kinase"	"2241"	"0"	"0.0838520196706016"	"0"	"0"	"0"
"761"	"DVU_0738"	""	"ABC transporter substrate-binding protein"	"1122"	"0"	"0.0419821356851473"	"0"	"0"	"0"
"762"	"DVU_0739"	""	"hypothetical protein"	"573"	"0"	"0.0214400746413453"	"0"	"0"	"0"
"763"	"DVU_0740"	""	"hypothetical protein"	"1176"	"0"	"0.0440026662796196"	"0"	"0"	"0"
"764"	"DVU_0741"	""	"hypothetical protein"	"477"	"0"	"0.0178480202511722"	"0"	"0"	"0"
"765"	"DVU_0742"	""	"hypothetical protein"	"837"	"0"	"0.0313182242143211"	"0"	"0"	"0"
"766"	"DVU_0743"	""	"sensory box histidine kinase"	"1998"	"0"	"0.0747596319954761"	"0"	"0"	"0"
"767"	"DVU_0744"	""	"sigma-54 dependent transcriptional regulator/response regulator"	"1710"	"0"	"0.063983468824957"	"0"	"0"	"0"
"768"	"DVU_0745"	""	"ABC transporter periplasmic substrate-binding protein"	"819"	"0"	"0.0306447140161636"	"0"	"0"	"0"
"769"	"DVU_0746"	""	"ABC transporter permease"	"747"	"0"	"0.0279506732235339"	"0"	"0"	"0"
"770"	"DVU_0747"	""	"ABC transporter ATP-binding protein"	"639"	"0"	"0.0239096120345892"	"0"	"0"	"0"
"771"	"DVU_0748"	"acs"	"acetyl-CoA synthetase"	"1947"	"0"	"0.0728513531006967"	"0"	"0"	"0"
"772"	"DVU_0749"	""	"DNA-binding response regulator"	"930"	"0"	"0.0347980269048012"	"0"	"0"	"0"
"773"	"DVU_0750"	""	"methyl-accepting chemotaxis protein"	"2010"	"0"	"0.0752086387942478"	"0"	"0"	"0"
"774"	"DVU_0751"	""	"His/Glu/Gln/Arg/opine ABC transporter permease"	"1791"	"0"	"0.0670142647166656"	"0"	"0"	"0"
"775"	"DVU_0752"	""	"amino acid ABC transporter amino acid-binding protein"	"828"	"0"	"0.0309814691152424"	"0"	"0"	"0"
"776"	"DVU_0753"	""	"amino acid ABC transporter ATP-binding protein"	"732"	"0"	"0.0273894147250693"	"0"	"0"	"0"
"777"	"DVU_0754"	""	"hypothetical protein"	"135"	"0"	"0.00505132648618082"	"0"	"0"	"0"
"778"	"DVU_0755"	""	"sensor histidine kinase"	"1368"	"0"	"0.0511867750599656"	"0"	"0"	"0"
"779"	"DVU_0756"	""	"hypothetical protein"	"714"	"0"	"0.0267159045269119"	"0"	"0"	"0"
"780"	"DVU_0757"	""	"hypothetical protein"	"321"	"0"	"0.0120109318671411"	"0"	"0"	"0"
"781"	"DVU_0758"	""	"hypothetical protein"	"450"	"0"	"0.0168377549539361"	"0"	"0"	"0"
"782"	"DVU_0759"	""	"M29 family peptidase"	"1206"	"0"	"0.0451251832765487"	"0"	"0"	"0"
"783"	"DVU_0760"	""	"hypothetical protein"	"1131"	"0"	"0.042318890784226"	"0"	"0"	"0"
"784"	"DVU_0761"	""	"lipoprotein"	"591"	"0"	"0.0221135848395027"	"0"	"0"	"0"
"785"	"DVU_0762"	""	"hypothetical protein"	"471"	"0"	"0.0176235168517864"	"0"	"0"	"0"
"786"	"DVU_0763"	""	"diguanylate cyclase"	"936"	"0"	"0.035022530304187"	"0"	"0"	"0"
"787"	"DVU_0764"	"hup-2"	"DNA-binding protein HU"	"306"	"0"	"0.0114496733686765"	"0"	"0"	"0"
"788"	"DVU_0765"	""	"hydroxypyruvate reductase"	"1365"	"0"	"0.0510745233602727"	"0"	"0"	"0"
"789"	"DVU_0766"	""	"transporter"	"531"	"0"	"0.0198685508456446"	"0"	"0"	"0"
"790"	"DVU_0767"	""	"class V aminotransferase"	"1107"	"0"	"0.0414208771866827"	"0"	"0"	"0"
"791"	"DVU_0768"	"murI"	"glutamate racemase"	"849"	"0"	"0.0317672310130927"	"0"	"0"	"0"
"792"	"DVU_0769"	""	"pyridoxamine kinase"	"879"	"0"	"0.0328897480100218"	"0"	"0"	"0"
"793"	"DVU_0770"	""	"hypothetical protein"	"951"	"0"	"0.0355837888026516"	"0"	"0"	"0"
"794"	"DVU_0771"	""	"fused molybdenum-pterin binding domain-containing protein/site-specific recombinase phage integrase"	"1071"	"0"	"0.0400738567903678"	"0"	"0"	"0"
"795"	"DVU_0772"	""	"hypothetical protein"	"348"	"0"	"0.0130211971643772"	"0"	"0"	"0"
"796"	"DVU_0773"	""	"hypothetical protein"	"240"	"0"	"0.00898013597543257"	"0"	"0"	"0"
"797"	"DVU_0774"	"atpC"	"F0F1 ATP synthase subunit epsilon"	"405"	"0"	"0.0151539794585425"	"0"	"0"	"0"
"798"	"DVU_0775"	"atpD"	"F0F1 ATP synthase subunit beta"	"1413"	"0"	"0.0528705505553592"	"0"	"0"	"0"
"799"	"DVU_0776"	"atpG"	"F0F1 ATP synthase subunit gamma"	"876"	"0"	"0.0327774963103289"	"0"	"0"	"0"
"800"	"DVU_0777"	"atpA"	"F0F1 ATP synthase subunit alpha"	"1509"	"0"	"0.0564626049455323"	"0"	"0"	"0"
"801"	"DVU_0778"	"atpH"	"F0F1 ATP synthase subunit delta"	"552"	"0"	"0.0206543127434949"	"0"	"0"	"0"
"802"	"DVU_0779"	""	"ATP synthase F0 subunit B"	"531"	"0"	"0.0198685508456446"	"0"	"0"	"0"
"803"	"DVU_0780"	""	"ATP synthase F0 subunit B'"	"396"	"0"	"0.0148172243594637"	"0"	"0"	"0"
"804"	"DVU_0781"	""	"hypothetical protein"	"171"	"0"	"0.00639834688249571"	"0"	"0"	"0"
"805"	"DVU_0782"	""	"hypothetical protein"	"120"	"0"	"0.00449006798771628"	"0"	"0"	"0"
"806"	"DVU_0783"	""	"hypothetical protein"	"147"	"0"	"0.00550033328495245"	"0"	"0"	"0"
"807"	"DVU_0784"	""	"hypothetical protein"	"348"	"0"	"0.0130211971643772"	"0"	"0"	"0"
"808"	"DVU_0785"	"rodA"	"rod shape-determining protein RodA"	"1116"	"0"	"0.0417576322857614"	"0"	"0"	"0"
"809"	"DVU_0786"	""	"penicillin-binding protein"	"1788"	"0"	"0.0669020130169726"	"0"	"0"	"0"
"810"	"DVU_0787"	""	"hypothetical protein"	"471"	"0"	"0.0176235168517864"	"0"	"0"	"0"
"811"	"DVU_0788"	"mreC"	"rod shape-determining protein MreC"	"915"	"0"	"0.0342367684063367"	"0"	"0"	"0"
"812"	"DVU_0789"	"mreB-1"	"rod shape-determining protein MreB"	"1041"	"0"	"0.0389513397934388"	"0"	"0"	"0"
"813"	"DVU_0790"	""	"radical SAM family protein"	"1056"	"0"	"0.0395125982919033"	"0"	"0"	"0"
"814"	"DVU_0791"	""	"methylated DNA-protein cysteine methyltransferase DNA binding subunit"	"486"	"0"	"0.018184775350251"	"0"	"0"	"0"
"815"	"DVU_0792"	""	"hypothetical protein"	"333"	"0"	"0.0124599386659127"	"0"	"0"	"0"
"816"	"DVU__tRNA-Ser-2"	""	"tRNA-Ser"	"92"	"0"	"0.00344238545724915"	"0"	"0"	"0"
"817"	"DVU_0793"	""	"hypothetical protein"	"96"	"0"	"0.00359205439017303"	"0"	"0"	"0"
"818"	"DVU_0794"	"fabI"	"enoyl-ACP reductase"	"765"	"0"	"0.0286241834216913"	"0"	"0"	"0"
"819"	"DVU_0795"	"purC"	"phosphoribosylaminoimidazole-succinocarboxamide synthase"	"897"	"0"	"0.0335632582081792"	"0"	"0"	"0"
"822"	"DVU_0798"	""	"hypothetical protein"	"96"	"0"	"0.00359205439017303"	"0"	"0"	"0"
"824"	"DVU_0800"	""	"hypothetical protein"	"207"	"0"	"0.00774536727881059"	"0"	"0"	"0"
"825"	"DVU_0801"	"uvrC"	"excinuclease ABC subunit C"	"2109"	"0"	"0.0789129448841137"	"0"	"0"	"0"
"826"	"DVU_0802"	""	"hypothetical protein"	"117"	"0"	"0.00437781628802338"	"0"	"0"	"0"
"827"	"DVU_0803"	""	"sensor histidine kinase"	"1266"	"0"	"0.0473702172704068"	"0"	"0"	"0"
"828"	"DVU_0804"	""	"sigma-54 dependent transcriptional regulator/response regulator"	"1473"	"0"	"0.0551155845492174"	"0"	"0"	"0"
"829"	"DVU_0805"	""	"hypothetical protein"	"297"	"0"	"0.0111129182695978"	"0"	"0"	"0"
"830"	"DVU_0806"	""	"chemotaxis protein CheY"	"411"	"0"	"0.0153784828579283"	"0"	"0"	"0"
"831"	"DVU_0807"	"trmU"	"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"	"1041"	"0"	"0.0389513397934388"	"0"	"0"	"0"
"832"	"DVU_0808"	"gatA"	"aspartyl/glutamyl-tRNA amidotransferase subunit A"	"1470"	"0"	"0.0550033328495245"	"0"	"0"	"0"
"833"	"DVU_0809"	"gatC"	"glutamyl-tRNA(Gln) amidotransferase subunit C"	"285"	"0"	"0.0106639114708262"	"0"	"0"	"0"
"834"	"DVU_0810"	""	"hypothetical protein"	"2061"	"0"	"0.0771169176890272"	"0"	"0"	"0"
"835"	"DVU_0811"	"dnaK"	"molecular chaperone DnaK"	"1911"	"0"	"0.0715043327043818"	"0"	"0"	"0"
"836"	"DVU_0812"	"grpE"	"heat shock protein GrpE"	"576"	"0"	"0.0215523263410382"	"0"	"0"	"0"
"837"	"DVU_0813"	"hrcA"	"heat-inducible transcription repressor HrcA"	"1068"	"0"	"0.0399616050906749"	"0"	"0"	"0"
"838"	"DVU_0814"	""	"bacterioferritin comigratory protein"	"486"	"0"	"0.018184775350251"	"0"	"0"	"0"
"839"	"DVU_0815"	""	"AsmA family protein"	"2106"	"0"	"0.0788006931844208"	"0"	"0"	"0"
"840"	"DVU_0816"	"cobQ"	"cobyric acid synthase"	"1632"	"0"	"0.0610649246329415"	"0"	"0"	"0"
"841"	"DVU_0817"	""	"hypothetical protein"	"468"	"0"	"0.0175112651520935"	"0"	"0"	"0"
"842"	"DVU_0818"	""	"hypothetical protein"	"1749"	"0"	"0.0654427409209648"	"0"	"0"	"0"
"843"	"DVU_0819"	""	"FMN reductase, NADPH-dependent"	"618"	"0"	"0.0231238501367389"	"0"	"0"	"0"
"844"	"DVU_0820"	""	"hypothetical protein"	"120"	"0"	"0.00449006798771628"	"0"	"0"	"0"
"845"	"DVU_0821"	""	"hypothetical protein"	"600"	"0"	"0.0224503399385814"	"0"	"0"	"0"
"846"	"DVU_0822"	""	"hypothetical protein"	"657"	"0"	"0.0245831222327467"	"0"	"0"	"0"
"847"	"DVU__tRNA-Ser-3"	""	"tRNA-Ser"	"95"	"0"	"0.00355463715694206"	"0"	"0"	"0"
"848"	"DVU_0823"	"argJ"	"bifunctional ornithine acetyltransferase/N-acetylglutamate synthase"	"1182"	"0"	"0.0442271696790054"	"0"	"0"	"0"
"849"	"DVU_0824"	""	"hypothetical protein"	"213"	"0"	"0.00796987067819641"	"0"	"0"	"0"
"850"	"DVU_0825"	"secA"	"preprotein translocase subunit SecA"	"2502"	"0"	"0.0936179175438845"	"0"	"0"	"0"
"851"	"DVU_0826"	""	"glycolate oxidase, iron-sulfur subunit"	"1323"	"0"	"0.049502999564572"	"0"	"0"	"0"
"852"	"DVU_0827"	""	"glycolate oxidase subunit GlcD"	"1416"	"0"	"0.0529828022550522"	"0"	"0"	"0"
"853"	"DVU_0828"	"smpB"	"SsrA-binding protein"	"465"	"0"	"0.0173990134524006"	"0"	"0"	"0"
"854"	"DVU_0829"	"ptsI"	"phosphoenolpyruvate-protein phosphotransferase"	"1773"	"0"	"0.0663407545185081"	"0"	"0"	"0"
"855"	"DVU_0830"	"ptsH"	"phosphocarrier protein HPr"	"261"	"0"	"0.00976589787328292"	"0"	"0"	"0"
"856"	"DVU_0831"	""	"PTS system transporter subunit IID"	"759"	"0"	"0.0283996800223055"	"0"	"0"	"0"
"857"	"DVU_0832"	""	"tetrapyrrole methylase"	"828"	"0"	"0.0309814691152424"	"0"	"0"	"0"
"858"	"DVU_0833"	""	"hypothetical protein"	"405"	"0"	"0.0151539794585425"	"0"	"0"	"0"
"859"	"DVU_0834"	"rnhB"	"ribonuclease HII"	"663"	"0"	"0.0248076256321325"	"0"	"0"	"0"
"860"	"DVU_0835"	"rplS"	"50S ribosomal protein L19"	"348"	"0"	"0.0130211971643772"	"0"	"0"	"0"
"861"	"DVU_0836"	"trmD"	"tRNA (guanine-N1)-methyltransferase"	"1278"	"0"	"0.0478192240691784"	"0"	"0"	"0"
"862"	"DVU_0837"	"rimM"	"16S rRNA processing protein RimM"	"531"	"0"	"0.0198685508456446"	"0"	"0"	"0"
"863"	"DVU_0838"	""	"hypothetical protein"	"234"	"0"	"0.00875563257604675"	"0"	"0"	"0"
"864"	"DVU_0839"	"rpsP"	"30S ribosomal protein S16"	"240"	"0"	"0.00898013597543257"	"0"	"0"	"0"
"865"	"DVU_0840"	"ffh"	"signal recognition particle protein"	"1527"	"0"	"0.0571361151436897"	"0"	"0"	"0"
"866"	"DVU_0841"	""	"aspartate aminotransferase"	"1182"	"0"	"0.0442271696790054"	"0"	"0"	"0"
"867"	"DVU_0842"	""	"hypothetical protein"	"231"	"0"	"0.00864338087635385"	"0"	"0"	"0"
"868"	"DVU_0843"	""	"hypothetical protein"	"1599"	"0"	"0.0598301559363195"	"0"	"0"	"0"
"872"	"DVU_0848"	""	"heterodisulfide reductase"	"1239"	"0"	"0.0463599519731706"	"0"	"0"	"0"
"873"	"DVU_0849"	""	"heterodisulfide reductase, iron-sulfur-binding subunit"	"2277"	"0"	"0.0851990400669165"	"0"	"0"	"0"
"874"	"DVU_0850"	""	"heterodisulfide reductase, transmembrane subunit"	"1155"	"0"	"0.0432169043817692"	"0"	"0"	"0"
"875"	"DVU_0851"	""	"hypothetical protein"	"747"	"0"	"0.0279506732235339"	"0"	"0"	"0"
"876"	"DVU_0852"	""	"extracellular solute-binding protein"	"798"	"0"	"0.0298589521183133"	"0"	"0"	"0"
"877"	"DVU_0853"	""	"hypothetical protein"	"1272"	"0"	"0.0475947206697926"	"0"	"0"	"0"
"878"	"DVU_0854"	""	"NirD protein"	"531"	"0"	"0.0198685508456446"	"0"	"0"	"0"
"879"	"DVU_0855"	""	"radical SAM domain-containing protein"	"1104"	"0"	"0.0413086254869898"	"0"	"0"	"0"
"880"	"DVU_0856"	"hemB"	"delta-aminolevulinic acid dehydratase"	"993"	"0"	"0.0371553125983523"	"0"	"0"	"0"
"881"	"DVU_0857"	""	"12,18-didecarboxysiroheme deacetylase"	"1182"	"0"	"0.0442271696790054"	"0"	"0"	"0"
"882"	"DVU_0858"	""	"lipoprotein"	"684"	"0"	"0.0255933875299828"	"0"	"0"	"0"
"883"	"DVU_0859"	""	"hypothetical protein"	"1476"	"0"	"0.0552278362489103"	"0"	"0"	"0"
"884"	"DVU_4019"	""	"hypothetical protein"	"1587"	"0"	"0.0593811491375479"	"0"	"0"	"0"
"885"	"DVU_0861"	""	"glycosyl transferase family protein"	"1119"	"0"	"0.0418698839854543"	"0"	"0"	"0"
"886"	"DVU_0862"	""	"bifunctional flagellar protein FliS/hypothetical protein"	"906"	"0"	"0.0339000133072579"	"0"	"0"	"0"
"887"	"DVU_0863"	""	"flagellar hook-associated protein 2"	"1728"	"0"	"0.0646569790231145"	"0"	"0"	"0"
"888"	"DVU_0864"	""	"glycoprotease"	"786"	"0"	"0.0294099453195417"	"0"	"0"	"0"
"889"	"DVU_0865"	""	"membrane-associated zinc metalloprotease"	"1065"	"0"	"0.039849353390982"	"0"	"0"	"0"
"890"	"DVU_0866"	"dxr"	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"	"1227"	"0"	"0.045910945174399"	"0"	"0"	"0"
"891"	"DVU_0867"	""	"aromatic amino acid decarboxylase"	"1494"	"0"	"0.0559013464470677"	"0"	"0"	"0"
"892"	"DVU_0868"	"cdsA"	"phosphatidate cytidylyltransferase"	"807"	"0"	"0.030195707217392"	"0"	"0"	"0"
"893"	"DVU_0869"	"uppS"	"UDP diphosphate synthase"	"744"	"0"	"0.027838421523841"	"0"	"0"	"0"
"894"	"DVU_0870"	"frr"	"ribosome recycling factor"	"561"	"0"	"0.0209910678425736"	"0"	"0"	"0"
"895"	"DVU_0871"	"pyrH"	"uridylate kinase"	"717"	"0"	"0.0268281562266048"	"0"	"0"	"0"
"896"	"DVU_0872"	""	"glycosyl transferase group 2 family protein"	"768"	"0"	"0.0287364351213842"	"0"	"0"	"0"
"897"	"DVU_0873"	"tsf"	"elongation factor Ts"	"864"	"0"	"0.0323284895115572"	"0"	"0"	"0"
"898"	"DVU_0874"	"rpsB"	"30S ribosomal protein S2"	"765"	"0"	"0.0286241834216913"	"0"	"0"	"0"
"899"	"DVU_0875"	""	"fumarylacetoacetate hydrolase"	"780"	"0"	"0.0291854419201558"	"0"	"0"	"0"
"901"	"DVU_0877"	""	"hypothetical protein"	"144"	"0"	"0.00538808158525954"	"0"	"0"	"0"
"902"	"DVU_0878"	""	"dnaK suppressor protein"	"357"	"0"	"0.0133579522634559"	"0"	"0"	"0"
"903"	"DVU_0879"	""	"hypothetical protein"	"138"	"0"	"0.00516357818587373"	"0"	"0"	"0"
"904"	"DVU_0880"	""	"hypothetical protein"	"390"	"0"	"0.0145927209600779"	"0"	"0"	"0"
"905"	"DVU_0881"	"fusA"	"elongation factor G"	"2067"	"0"	"0.077341421088413"	"0"	"0"	"0"
"906"	"DVU_0882"	""	"hypothetical protein"	"465"	"0"	"0.0173990134524006"	"0"	"0"	"0"
"907"	"DVU_0883"	""	"glutaredoxin"	"258"	"0"	"0.00965364617359001"	"0"	"0"	"0"
"908"	"DVU_0884"	""	"hypothetical protein"	"345"	"0"	"0.0129089454646843"	"0"	"0"	"0"
"909"	"DVU_0885"	""	"amidohydrolase"	"789"	"0"	"0.0295221970192346"	"0"	"0"	"0"
"910"	"DVU_0886"	""	"thioesterase"	"411"	"0"	"0.0153784828579283"	"0"	"0"	"0"
"911"	"DVU_0887"	""	"transglycosylase"	"1275"	"0"	"0.0477069723694855"	"0"	"0"	"0"
"912"	"DVU_0888"	""	"response regulator"	"1713"	"0"	"0.06409572052465"	"0"	"0"	"0"
"913"	"DVU_0889"	""	"phosphonopyruvate decarboxylase-like protein"	"1140"	"0"	"0.0426556458833047"	"0"	"0"	"0"
"914"	"DVU_0890"	"hom"	"homoserine dehydrogenase"	"1275"	"0"	"0.0477069723694855"	"0"	"0"	"0"
"915"	"DVU_0891"	""	"class I/II aminotransferase"	"1194"	"0"	"0.044676176477777"	"0"	"0"	"0"
"916"	"DVU_0892"	"aroL"	"shikimate kinase"	"528"	"0"	"0.0197562991459517"	"0"	"0"	"0"
"917"	"DVU_0893"	""	"universal stress protein"	"483"	"0"	"0.018072523650558"	"0"	"0"	"0"
"918"	"DVU_0894"	"aroC"	"chorismate synthase"	"1065"	"0"	"0.039849353390982"	"0"	"0"	"0"
"919"	"DVU_0895"	""	"recombinase D"	"2229"	"0"	"0.08340301287183"	"0"	"0"	"0"
"920"	"DVU_0896"	""	"NLP/P60 family lipoprotein"	"1395"	"0"	"0.0521970403572018"	"0"	"0"	"0"
"921"	"DVU_0897"	""	"RNA modification protein"	"1377"	"0"	"0.0515235301590444"	"0"	"0"	"0"
"922"	"DVU_0898"	""	"hypothetical protein"	"882"	"0"	"0.0330019997097147"	"0"	"0"	"0"
"923"	"DVU_0899"	""	"hypothetical protein"	"261"	"0"	"0.00976589787328292"	"0"	"0"	"0"
"924"	"DVU_0900"	"gmk"	"guanylate kinase"	"624"	"0"	"0.0233483535361247"	"0"	"0"	"0"
"925"	"DVU_0901"	"pyrF"	"orotidine 5'-phosphate decarboxylase"	"708"	"0"	"0.0264914011275261"	"0"	"0"	"0"
"926"	"DVU_0902"	""	"hypothetical protein"	"858"	"0"	"0.0321039861121714"	"0"	"0"	"0"
"927"	"DVU_0903"	""	"HD domain-containing protein"	"858"	"0"	"0.0321039861121714"	"0"	"0"	"0"
"928"	"DVU_0904"	"recJ"	"single-stranded-DNA-specific exonuclease RecJ"	"1716"	"0"	"0.0642079722243429"	"0"	"0"	"0"
"929"	"DVU_0905"	"lipA"	"lipoyl synthase"	"897"	"0"	"0.0335632582081792"	"0"	"0"	"0"
"930"	"DVU_0906"	"lipB"	"lipoate-protein ligase B"	"657"	"0"	"0.0245831222327467"	"0"	"0"	"0"
"931"	"DVU_0907"	""	"hypothetical protein"	"2940"	"0"	"0.110006665699049"	"0"	"0"	"0"
"932"	"DVU_0908"	""	"iron-sulfur cluster-binding protein"	"1632"	"0"	"0.0610649246329415"	"0"	"0"	"0"
"933"	"DVU_0909"	""	"hypothetical protein"	"396"	"0"	"0.0148172243594637"	"0"	"0"	"0"
"934"	"DVU_0910"	"fliM"	"flagellar motor switch protein FliM"	"981"	"0"	"0.0367063057995806"	"0"	"0"	"0"
"935"	"DVU_0911"	"truA"	"tRNA pseudouridine synthase A"	"894"	"0"	"0.0334510065084863"	"0"	"0"	"0"
"936"	"DVU_0912"	""	"hypothetical protein"	"585"	"0"	"0.0218890814401169"	"0"	"0"	"0"
"937"	"DVU_0913"	""	"hypothetical protein"	"438"	"0"	"0.0163887481551644"	"0"	"0"	"0"
"938"	"DVU_0914"	"cobS"	"adenosylcobinamide-GDP ribazoletransferase"	"738"	"0"	"0.0276139181244551"	"0"	"0"	"0"
"939"	"DVU_0915"	""	"hypothetical protein"	"789"	"0"	"0.0295221970192346"	"0"	"0"	"0"
"941"	"DVU_0917"	"atpE"	"ATP synthase F0 subunit C"	"249"	"0"	"0.00931689107451129"	"0"	"0"	"0"
"942"	"DVU_0918"	"atpB"	"ATP synthase F0 subunit A"	"702"	"0"	"0.0262668977281403"	"0"	"0"	"0"
"943"	"DVU_0919"	""	"hypothetical protein"	"435"	"0"	"0.0162764964554715"	"0"	"0"	"0"
"944"	"DVU_0920"	"atpI"	"ATP synthase I"	"405"	"0"	"0.0151539794585425"	"0"	"0"	"0"
